EmployeeKey|ParentEmployeeKey|EmployeeNationalIDAlternateKey|ParentEmployeeNationalIDAlternateKey|SalesTerritoryKey|FirstName|LastName|MiddleName|NameStyle|Title|HireDate|BirthDate|LoginID|EmailAddress|Phone|MaritalStatus|EmergencyContactName|EmergencyContactPhone|SalariedFlag|Gender|PayFrequency|BaseRate|VacationHours|SickLeaveHours|CurrentFlag|SalesPersonFlag|DepartmentName|StartDate|EndDate|Status|EmployeePhoto
54|126|275962311||11|Kirk|Koenigsbauer|J|0|Production Technician - WC45|2008-07-15|1984-09-06|adventure-works\kirk0|kirk0@adventure-works.com|669-555-0150|S|Kirk Koenigsbauer|669-555-0150|0|M|1|10.00|74|57|1|0|Production|2008-07-15||Current|0xFFD8FFE000104A46494600010101004800480000FFED01B050686F746F73686F7020332E30003842494D04040000000001941C015A00031B25471C0200000200021C0278003B436F6E666964656E74206D617475726520627573696E657373206D616E20736D696C696E67206F766572207768697465206261636B67726F75
55|20|36151748||11|David|Ortiz|J|0|Production Technician - WC60|2008-07-15|1984-07-29|adventure-works\david2|david2@adventure-works.com|712-555-0119|M|David Ortiz|712-555-0119|0|M|1|12.45|33|36|1|0|Production|2008-07-15||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED010050686F746F73686F7020332E30003842494D04040000000000E31C015A00031B25471C0200000200021C0278003B416E20496E6469616E206D616E207468696E6B696E67207768696C652073697474696E6720696E2066726F6E74206F6620686973206C617074
56|92|540688287||11|Tengiz|Kharatishvili|N|0|Control Specialist|2008-07-16|1989-11-26|adventure-works\tengiz0|tengiz0@adventure-works.com|910-555-0116|S|Tengiz Kharatishvili|910-555-0116|0|M|2|16.8269|76|58|1|0|Document Control|2008-07-16||Current|0xFFD8FFE000104A46494600010101015E015E0000FFED00D850686F746F73686F7020332E30003842494D04040000000000BC1C015A00031B25471C0200000200021C0278004B476F6F64206C6F6F6B696E6720617369616E20627573696E657373206D616E207374616E64696E67207769746820666F726D616C2073756974
57|147|568596888||11|Hanying|Feng|P|0|Production Technician - WC20|2008-07-16|1974-05-16|adventure-works\hanying0|hanying0@adventure-works.com|319-555-0139|S|Hanying Feng|319-555-0139|0|M|1|14.00|15|27|1|0|Production|2008-07-16||Current|0xFFD8FFE000104A46494600010101006000600000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
58|214|918737118||11|Kevin|Liu|H|0|Production Technician - WC40|2008-07-17|1985-07-25|adventure-works\kevin1|kevin1@adventure-works.com|714-555-0138|S|Kevin Liu|714-555-0138|0|M|1|15.00|58|49|1|0|Production|2008-07-17||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED015050686F746F73686F7020332E30003842494D04040000000001331C015A00031B25471C0200000200021C0237000832303038303431331C021900104E65772050726F6475637420496465611C0219001D546573742044726976656E20446576656C6F706D656E74
59|18|801758002||11|Annik|Stahl|O|0|Production Technician - WC60|2008-07-17|1976-07-26|adventure-works\annik0|annik0@adventure-works.com|499-555-0125|M|Annik Stahl|499-555-0125|0|M|1|12.45|17|28|1|0|Production|2008-07-17||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED00CE50686F746F73686F7020332E30003842494D04040000000000901C015A00031B25471C0200000200021C02780037506F727472616974206F6620616E204166726963616E20416D65726963616E20627573696E657373206D616E20696E206120737569742E1C02
60|40|415823523||11|Suroor|Fatima|R|0|Production Technician - WC50|2008-07-17|1977-09-25|adventure-works\suroor0|suroor0@adventure-works.com|932-555-0161|S|Suroor Fatima|932-555-0161|0|M|1|11.00|93|66|1|0|Production|2008-07-17||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED004050686F746F73686F7020332E30003842494D04040000000000241C015A00031B25471C0200000200021C02500010536F706869612054736962696B616B69FFDB004300020101020101020202020202020203050303030303060404030507060707070607070809
61|142|363923697||11|Deborah|Poe|E|0|Accounts Receivable Specialist|2008-07-18|1975-10-05|adventure-works\deborah0|deborah0@adventure-works.com|602-555-0194|M|Deborah Poe|602-555-0194|0|F|2|19.00|60|50|1|0|Finance|2008-07-18||Current|0xFFD8FFE000104A46494600010101004800480000FFED017850686F746F73686F7020332E30003842494D040400000000015C1C015A00031B25471C0200000200021C027800474120636F6E666964656E74206D617475726520627573696E65737320776F6D616E20776974682068616E647320666F6C646564206F6E207768
62|76|674171828||11|Jim|Scardelis|H|0|Production Technician - WC50|2008-07-19|1986-04-08|adventure-works\jim0|jim0@adventure-works.com|679-555-0113|M|Jim Scardelis|679-555-0113|0|M|1|11.00|1|20|1|0|Production|2008-07-19||Current|0x89504E470D0A1A0A0000000D49484452000000A90000009F080600000082F6F99F000000017352474200AECE1CE90000000467414D410000B18F0BFC6105000000097048597300000EC400000EC401952B0E1B0000AA0949444154785ED5BDE9AF66E975DD77EACE63CD43CF039B14296AA22C59F29409090CF84B3E24C887
63|177|138280935||11|Carole|Poland|M|0|Production Technician - WC30|2008-07-19|1983-05-19|adventure-works\carole0|carole0@adventure-works.com|688-555-0192|M|Carole Poland|688-555-0192|0|F|1|9.50|42|41|1|0|Production|2008-07-19||Current|0xFFD8FFE000104A4649460001010100B400B40000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
64|188|476115505||11|George|Li|Z|0|Production Technician - WC30|2008-07-21|1976-11-14|adventure-works\george0|george0@adventure-works.com|518-555-0199|M|George Li|518-555-0199|0|M|1|9.50|26|33|1|0|Production|2008-07-21||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED013A50686F746F73686F7020332E30003842494D040400000000011D1C015A00031B25471C0200000200021C0278002A5374616E64696E6720627573696E6573736D616E20736D696C696E67206174207468652063616D6572611C02050021427573696E6573736D61
65|89|502058701||11|Gary|Yukish|W|0|Production Technician - WC40|2008-07-22|1987-12-15|adventure-works\gary0|gary0@adventure-works.com|901-555-0125|S|Gary Yukish|901-555-0125|0|M|1|15.00|69|54|1|0|Production|2008-07-22||Current|0xFFD8FFE000104A46494600010101004800480000FFED01D650686F746F73686F7020332E30003842494D04040000000001BA1C015A00031B25471C0200000200021C02780039436C6F73657570206F66206120686170707920796F756E67206D616E2069736F6C61746564206F6E207768697465206261636B67726F756E64
66|23|7201901||11|Cristian|Petculescu|K|0|Production Supervisor - WC10|2008-07-22|1983-11-10|adventure-works\cristian0|cristian0@adventure-works.com|434-555-0133|M|Cristian Petculescu|434-555-0133|0|M|2|25.00|67|53|1|0|Production|2008-07-22||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
67|147|97728960||11|Raymond|Sam|K|0|Production Technician - WC20|2008-07-23|1966-09-30|adventure-works\raymond0|raymond0@adventure-works.com|226-555-0197|M|Raymond Sam|226-555-0197|0|M|1|14.00|10|25|1|0|Production|2008-07-23||Current|0xFFD8FFE000104A46494600010101004800480000FFED01DE50686F746F73686F7020332E30003842494D04040000000001C21C015A00031B25471C0200000200021C02780046506F727472616974206F6620612068617070792068616E64736F6D6520627573696E657373206D616E20776974682068616E647320666F6C64
68|44|525932996||11|Janaina|Bueno|Barreiro Gambaro|0|Application Specialist|2008-07-23|1984-08-30|adventure-works\janaina0|janaina0@adventure-works.com|623-555-0155|M|Janaina Bueno|623-555-0155|1|F|2|27.4038|71|55|1|0|Information Services|2008-07-23||Current|0xFFD8FFE000104A46494600010101012C012C0000FFE10F864578696600004D4D002A00000008000A010E00020000004700000086010F000200000012000000CE011000020000000A000000E0011200030000000100010000011A000500000001000000EA011B000500000001000000F2012800030000000100020000013100
69|16|843479922||11|Bob|Hohman|N|0|Production Technician - WC50|2008-07-24|1979-03-16|adventure-works\bob0|bob0@adventure-works.com|611-555-0116|S|Bob Hohman|611-555-0116|0|M|1|11.00|12|26|1|0|Production|2008-07-24||Current|0xFFD8FFE000104A46494600010101006000600000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
70|214|370487086||11|Shammi|Mohamed|G|0|Production Technician - WC40|2008-07-24|1980-05-04|adventure-works\shammi0|shammi0@adventure-works.com|793-555-0179|M|Shammi Mohamed|793-555-0179|0|M|1|15.00|53|46|1|0|Production|2008-07-24||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
71|40|54759846||11|Linda|Moschell|K|0|Production Technician - WC50|2008-07-25|1987-02-14|adventure-works\linda0|linda0@adventure-works.com|612-555-0171|M|Linda Moschell|612-555-0171|0|F|1|11.00|96|68|1|0|Production|2008-07-25||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED011450686F746F73686F7020332E30003842494D04040000000000F71C015A00031B25471C0200000200021C0278004362656175746966756C20627573696E65737320776F6D616E20706F727472616974202D20736D696C696E67206F766572206120776869746520
72|32|619308550||11|Mindy|Martin|C|0|Benefits Specialist|2008-07-25|1984-06-20|adventure-works\mindy0|mindy0@adventure-works.com|522-555-0147|M|Mindy Martin|522-555-0147|0|F|2|16.5865|51|45|1|0|Human Resources|2008-07-25||Current|0xFFD8FFE000104A46494600010101004800480000FFED01AE50686F746F73686F7020332E30003842494D04040000000001911C015A00031B25471C0200000200021C025000242020202020202020202020202020202020202020202020202020202020202020202020201C021900104E65772050726F647563742049646561
73|143|121491555||11|Wendy|Kahn|Beth|0|Finance Manager|2008-07-25|1984-05-11|adventure-works\wendy0|wendy0@adventure-works.com|248-555-0134|S|Wendy Kahn|248-555-0134|1|F|2|43.2692|55|47|1|0|Finance|2008-07-25||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
74|87|420776180||11|Kim|Ralls|T|0|Stocker|2008-07-26|1983-11-29|adventure-works\kim0|kim0@adventure-works.com|309-555-0129|S|Kim Ralls|309-555-0129|0|F|1|9.00|98|69|1|0|Shipping and Receiving|2008-07-26||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED00BE50686F746F73686F7020332E30003842494D04040000000000A21C015A00031B25471C0200000200021C0278003350686F746F206F6620796F756E67207375636365737366756C20627573696E657373776F6D616E207769746820666F6C6465721C0250001041
75|138|604664374||11|Sandra|Reátegui Alayo||0|Production Technician - WC30|2008-07-26|1975-06-05|adventure-works\sandra0|sandra0@adventure-works.com|896-555-0168|M|Sandra Reátegui Alayo|896-555-0168|0|F|1|9.50|37|38|1|0|Production|2008-07-26||Current|0xFFD8FFE000104A4649460001010100B400B40000FFED023250686F746F73686F7020332E30003842494D04040000000002151C015A00031B25471C0200000200021C0250001C50686F746F677261706865723A204A61636F6D205374657068656E731C02550013417669642043726561746976652C20496E632E1C026E0031
76|23|778552911||11|Kok-Ho|Loh|T|0|Production Supervisor - WC50|2008-07-27|1979-11-27|adventure-works\kok-ho0|kok-ho0@adventure-works.com|999-555-0155|S|Kok-Ho Loh|999-555-0155|0|M|2|25.00|78|59|1|0|Production|2008-07-27||Current|0xFFD8FFE000104A46494600010101006000600000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
77|163|435234965||11|Douglas|Hite|B|0|Production Technician - WC45|2008-07-27|1985-06-24|adventure-works\douglas0|douglas0@adventure-works.com|808-555-0172|M|Douglas Hite|808-555-0172|0|M|1|10.00|80|60|1|0|Production|2008-07-27||Current|0xFFD8FFE000104A4649460001010100B400B40000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C021900104E65772050726F6475637420496465611C0219001D546573742044726976656E20446576656C6F706D656E742028544444291C0219000F4E65
78|9|339712426||11|James|Kramer|D|0|Production Technician - WC60|2008-07-27|1984-02-23|adventure-works\james0|james0@adventure-works.com|119-555-0117|M|James Kramer|119-555-0117|0|M|1|12.45|39|39|1|0|Production|2008-07-27||Current|0xFFD8FFE000104A46494600010101004800480000FFED017050686F746F73686F7020332E30003842494D04040000000001531C015A00031B25471C0200000200021C0250000B4A55414E204D4F4E494E4F1C021900104E65772050726F6475637420496465611C0219001D546573742044726976656E20446576656C6F706D
79|43|403414852||11|Sean|Alexander|P|0|Quality Assurance Technician|2008-07-28|1975-10-05|adventure-works\sean0|sean0@adventure-works.com|420-555-0173|S|Sean Alexander|420-555-0173|0|M|2|10.5769|82|61|1|0|Quality Assurance|2008-07-28||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED007A50686F746F73686F7020332E30003842494D040400000000005D1C015A00031B25471C0200000200021C027800314120796F756E6720617369616E20627573696E6573736D616E20736D696C657320776974682061726D7320666F6C6465641C02050013436869
80|186|368920189||11|Nitin|Mirchandani|S|0|Production Technician - WC20|2008-07-28|1986-07-01|adventure-works\nitin0|nitin0@adventure-works.com|143-555-0173|S|Nitin Mirchandani|143-555-0173|0|M|1|14.00|21|30|1|0|Production|2008-07-28||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED01B050686F746F73686F7020332E30003842494D04040000000001931C015A00031B25471C0200000200021C0278002E596F756E672068616E64736F6D6520627573696E657373206D616E2C2069736F6C61746564206F6E2077686974651C0205002E596F756E6720
81|162|811994146||11|Diane|Margheim|L|0|Research and Development Engineer|2008-07-29|1986-01-03|adventure-works\diane1|diane1@adventure-works.com|815-555-0138|S|Diane Margheim|815-555-0138|1|F|2|40.8654|62|51|1|0|Research and Development|2008-07-29||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
82|18|330211482||11|Rebecca|Laszlo|A|0|Production Technician - WC60|2008-07-29|1988-02-04|adventure-works\rebecca0|rebecca0@adventure-works.com|314-555-0113|M|Rebecca Laszlo|314-555-0113|0|F|1|12.45|23|31|1|0|Production|2008-07-29||Current|0xFFD8FFE000104A4649460001010100B400B40000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
83|214|632092621||11|Rajesh|Patel|M|0|Production Technician - WC40|2008-07-31|1977-05-04|adventure-works\rajesh0|rajesh0@adventure-works.com|373-555-0137|M|Rajesh Patel|373-555-0137|0|M|1|15.00|48|44|1|0|Production|2008-07-31||Current|0xFFD8FFE000104A46494600010101004800480000FFED01AA50686F746F73686F7020332E30003842494D04040000000001651C015A00031B25471C0200000200021C0278003E4174747261637469766520427573696E657373204D616E20496E205375697420576974682046696C6520466F6C64657220416E642042696720
84|32|264306399||11|Vidur|Luthra|X|0|Recruiter|2008-08-01|1984-03-01|adventure-works\vidur0|vidur0@adventure-works.com|153-555-0186|S|Vidur Luthra|153-555-0186|0|M|2|18.2692|50|45|1|0|Human Resources|2008-08-01||Current|0xFFD8FFE000104A46494600010101004800480000FFED020850686F746F73686F7020332E30003842494D04040000000001C01C015A00031B25471C0200000200021C02780035796F756E6720427573696E657373206D616E2061726D7320666F6C646564206C65616E696E6720616761696E737420612077616C6C1C027A00
85|40|981597097||11|John|Evans|P|0|Production Technician - WC50|2008-08-01|1977-12-29|adventure-works\john1|john1@adventure-works.com|172-555-0130|S|John Evans|172-555-0130|0|M|1|11.00|91|65|1|0|Production|2008-08-01||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
86|9|693325305||11|Nancy|Anderson|A|0|Production Technician - WC60|2008-08-02|1988-06-19|adventure-works\nancy0|nancy0@adventure-works.com|970-555-0118|M|Nancy Anderson|970-555-0118|0|F|1|12.45|34|37|1|0|Production|2008-08-02||Current|0xFFD8FFE000104A46494600010101004800480000FFED01AA50686F746F73686F7020332E30003842494D040400000000018D1C015A00031B25471C0200000200021C0278001F536D696C696E6720627573696E65737320776F6D616E20636C6F73652D75701C02500013416C69616B73656920536162656C6E696B61751C02
87|23|521265716||11|Pilar|Ackerman|G|0|Shipping and Receiving Supervisor|2008-08-02|1972-04-09|adventure-works\pilar0|pilar0@adventure-works.com|577-555-0185|S|Pilar Ackerman|577-555-0185|1|M|2|19.2308|93|66|1|0|Shipping and Receiving|2008-08-02||Current|0xFFD8FFE000104A46494600010101004800480000FFED01AA50686F746F73686F7020332E30003842494D040400000000018E1C015A00031B25471C0200000200021C0278003042656172646564206F6C646572206D616E2C2069736F6C61746564206F6E207768697465206261636B67726F756E642E1C020500094F6C6465
88|188|746373306||11|David|Yalovsky|A|0|Production Technician - WC30|2008-08-02|1981-03-03|adventure-works\david3|david3@adventure-works.com|373-555-0142|S|David Yalovsky|373-555-0142|0|M|1|9.50|32|36|1|0|Production|2008-08-02||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED017650686F746F73686F7020332E30003842494D04040000000001591C015A00031B25471C0200000200021C02780017536D696C696E67206D6964646C652061676564206D616E1C0205000B536D696C696E67204D616E1C0219000343524D1C0219000B456C656374
89|23|750905084||11|David|Hamilton|P|0|Production Supervisor - WC40|2008-08-03|1983-01-30|adventure-works\david4|david4@adventure-works.com|986-555-0177|S|David Hamilton|986-555-0177|0|M|2|25.00|73|56|1|0|Production|2008-08-03||Current|0xFFD8FFE000104A4649460001010100F000F00000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
90|126|514829225||11|Laura|Steele|C|0|Production Technician - WC45|2008-08-03|1980-07-25|adventure-works\laura0|laura0@adventure-works.com|777-555-0141|S|Laura Steele|777-555-0141|0|F|1|10.00|75|57|1|0|Production|2008-08-03||Current|0xFFD8FFE000104A46494600010101004800480000FFED012650686F746F73686F7020332E30003842494D040400000000010A1C015A00031B25471C0200000200021C02780073506F727472616974206F6620616E206174747261637469766520627573696E657373776F6D616E2077656172696E6720612073747269706564
91|18|750246141||11|Margie|Shoop|W|0|Production Technician - WC60|2008-08-04|1985-12-18|adventure-works\margie0|margie0@adventure-works.com|818-555-0128|M|Margie Shoop|818-555-0128|0|F|1|12.45|18|29|1|0|Production|2008-08-04||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED004050686F746F73686F7020332E30003842494D04040000000000231C015A00031B25471C0200000200021C0250000F4E617468616E204D61786669656C6400FFDB004300020101020101020202020202020203050303030303060404030507060707070607070809
92|204|345106466||11|Zainal|Arifin|T|0|Document Control Manager|2008-08-04|1975-08-30|adventure-works\zainal0|zainal0@adventure-works.com|204-555-0115|M|Zainal Arifin|204-555-0115|0|M|2|17.7885|77|58|1|0|Document Control|2008-08-04||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED013250686F746F73686F7020332E30003842494D04040000000001161C015A00031B25471C0200000200021C02780048436C6F7365757020706F727472616974206F66206120686170707920796F756E6720627573696E6573736D616E2073697474696E67206F6E20
93|214|19312190||11|Lorraine|Nay|O|0|Production Technician - WC40|2008-08-04|1988-06-26|adventure-works\lorraine0|lorraine0@adventure-works.com|845-555-0184|M|Lorraine Nay|845-555-0184|0|F|1|15.00|49|44|1|0|Production|2008-08-04||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED018050686F746F73686F7020332E30003842494D04040000000001641C015A00031B25471C0200000200021C0278001E636865657266756C2073656E696F7220627573696E65737320776F6D616E1C0250000F566F726F62796576204B6972696C6C1C021900034352
94|147|212801092||11|Fadi|Fakhouri|K|0|Production Technician - WC20|2008-08-04|1988-09-15|adventure-works\fadi0|fadi0@adventure-works.com|935-555-0116|S|Fadi Fakhouri|935-555-0116|0|M|1|14.00|16|28|1|0|Production|2008-08-04||Current|0xFFD8FFE000104A46494600010101004800480000FFED012C50686F746F73686F7020332E30003842494D04040000000001101C015A00031B25471C0200000200021C02780047506F727472616974206F66206120736D696C696E6720796F756E6720627573696E657373206D616E2069736F6C61746564206F766572207768
95|53|769680433||11|Ryan|Cornelsen|L|0|Production Technician - WC40|2008-08-05|1972-01-12|adventure-works\ryan0|ryan0@adventure-works.com|208-555-0114|M|Ryan Cornelsen|208-555-0114|0|M|1|15.00|59|49|1|0|Production|2008-08-05||Current|0xFFD8FFE000104A46494600010101004800480000FFED003E50686F746F73686F7020332E30003842494D04040000000000221C015A00031B25471C0200000200021C0250000E4D49434841454C204B454D544552FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B09
96|142|60517918||11|Candy|Spoon|L|0|Accounts Receivable Specialist|2008-08-06|1975-09-23|adventure-works\candy0|candy0@adventure-works.com|920-555-0177|S|Candy Spoon|920-555-0177|0|F|2|19.00|61|50|1|0|Finance|2008-08-06||Current|0xFFD8FFE000104A46494600010101004800480000FFED01F250686F746F73686F7020332E30003842494D04040000000001D51C015A00031B25471C0200000200021C0278006553656E696F7220627573696E657373776F6D616E207374616E64696E67206F6E2069736F6C61746564207768697465206261636B67726F756E
97|76|431859843||11|Nuan|Yu||0|Production Technician - WC50|2008-08-06|1978-10-27|adventure-works\nuan0|nuan0@adventure-works.com|913-555-0184|S|Nuan Yu|913-555-0184|0|M|1|11.00|2|21|1|0|Production|2008-08-06||Current|0xFFD8FFE000104A46494600010101004800480000FFED014450686F746F73686F7020332E30003842494D04040000000001271C015A00031B25471C0200000200021C0250000A50696361736120322E371C021900104E65772050726F6475637420496465611C0219001D546573742044726976656E20446576656C6F706D65
98|46|621209647||11|William|Vong|S|0|Scheduling Assistant|2008-08-07|1981-06-06|adventure-works\william0|william0@adventure-works.com|148-555-0145|M|William Vong|148-555-0145|0|M|2|16.00|45|42|1|0|Production Control|2008-08-07|2011-03-31||0xFFD8FFE000104A46494600010101004800480000FFED00D450686F746F73686F7020332E30003842494D04040000000000961C015A00031B25471C0200000200021C02780041596F756E6720626972616369616C20627573696E6573736D616E207374616E64696E67206265666F726520612043616C69666F726E6961206C
99|46|621209647||11|William|Vong|S|0|Scheduling Assistant|2008-08-07|1981-06-06|adventure-works\william0|william0@adventure-works.com|148-555-0145|M|William Vong|148-555-0145|0|M|2|16.00|45|42|1|0|Production Control|2011-04-01||Current|0xFFD8FFE000104A46494600010101004800480000FFED00D450686F746F73686F7020332E30003842494D04040000000000961C015A00031B25471C0200000200021C02780041596F756E6720626972616369616C20627573696E6573736D616E207374616E64696E67206265666F726520612043616C69666F726E6961206C
100|177|420023788||11|Bjorn|Rettig|M|0|Production Technician - WC30|2008-08-07|1989-06-06|adventure-works\bjorn0|bjorn0@adventure-works.com|199-555-0117|S|Bjorn Rettig|199-555-0117|0|M|1|9.50|43|41|1|0|Production|2008-08-07||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED025050686F746F73686F7020332E30003842494D04040000000002331C015A00031B25471C0200000200021C02780064427573696E657373206D616E20776974682061726D732063726F7373656420616761696E73742069736F6C6174656420776869746520626163
101|201|199546871||11|Scott|Gode|R|0|Production Technician - WC45|2008-08-08|1986-09-10|adventure-works\scott0|scott0@adventure-works.com|391-555-0138|M|Scott Gode|391-555-0138|0|M|1|10.00|86|63|1|0|Production|2008-08-08||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED015650686F746F73686F7020332E30003842494D04040000000001391C015A00031B25471C0200000200021C02500007756E6B6E6F776E1C021900104E65772050726F6475637420496465611C0219001D546573742044726976656E20446576656C6F706D656E7420
102|89|830150469||11|Michael|Rothkugel|L|0|Production Technician - WC40|2008-08-10|1990-08-04|adventure-works\michael1|michael1@adventure-works.com|454-555-0119|S|Michael Rothkugel|454-555-0119|0|M|1|15.00|70|55|1|0|Production|2008-08-10||Current|0xFFD8FFE000104A46494600010101004800480000FFFE002746696C65207772697474656E2062792041646F62652050686F746F73686F70A820342E3000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B
103|147|322160340||11|Lane|Sacksteder|M|0|Production Technician - WC20|2008-08-11|1974-04-23|adventure-works\lane0|lane0@adventure-works.com|200-555-0117|M|Lane Sacksteder|200-555-0117|0|M|1|14.00|11|25|1|0|Production|2008-08-11||Current|0xFFD8FFE000104A46494600010101004800480000FFED018C50686F746F73686F7020332E30003842494D040400000000016F1C015A00031B25471C0200000200021C027800534E61747572616C204C6F6F6B696E6720536D696C696E6720596F756E67204166726963616E20416D65726963616E204D616C65204865616473
104|16|827686041||11|Pete|Male|C|0|Production Technician - WC50|2008-08-11|1976-09-03|adventure-works\pete0|pete0@adventure-works.com|768-555-0123|S|Pete Male|768-555-0123|0|M|1|11.00|13|26|1|0|Production|2008-08-11||Current|0xFFD8FFE000104A46494600010101006000600000FFDB00430001010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101FFDB004301010101010101010101010101010101010101010101010101010101010101010101
105|44|671089628||11|Dan|Bacon|K|0|Application Specialist|2008-08-11|1981-01-24|adventure-works\dan0|dan0@adventure-works.com|166-555-0159|M|Dan Bacon|166-555-0159|1|M|2|27.4038|72|56|1|0|Information Services|2008-08-11||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED01D850686F746F73686F7020332E30003842494D040400000000019A1C015A00031B25471C0200000200021C0278002548616E64736F6D65206D616E20696E20626C61636B20627573696E65737320737569742E0A1C025000094B656E2048757273741C0205001C42
106|143|231203233||11|David|Barber|M|0|Assistant to the Chief Financial Officer|2008-08-12|1964-01-20|adventure-works\david5|david5@adventure-works.com|477-555-0132|S|David Barber|477-555-0132|0|M|2|13.4615|56|48|1|0|Finance|2008-08-12||Current|0xFFD8FFE000104A4649460001010100F000F00000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
107|76|204035155||11|Lolan|Song|B|0|Production Technician - WC50|2008-08-12|1972-08-24|adventure-works\lolan0|lolan0@adventure-works.com|582-555-0178|M|Lolan Song|582-555-0178|0|M|1|11.00|7|23|1|0|Production|2008-08-12||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED01E450686F746F73686F7020332E30003842494D04040000000001A11C015A00031B25471C0200000200021C02780024427573696E6573736D616E20666F6C64696E672061726D7320616E6420736D696C696E671C0250001E4465766F6E205374657068656E733B20
