CustomerKey|GeographyKey|FirstName|MiddleName|LastName|BirthDate|MaritalStatus|Suffix|Title|EmailAddress|YearlyIncome|Education|Occupation|AddressLine1|AddressLine2|Phone|DateFirstPurchase|CustomerType|CompanyName
4741|580|Johnny|G|Kumar|1942-04-11|M||Mr.|johnny8@adventure-works.com|80000.0|Bachelors|Management|7091 Clemson Court||132-555-0146|2004-03-21|Person|
4742|707|Isabella||Allen|1942-10-11|M||Mrs.|isabella55@adventure-works.com|80000.0|Bachelors|Management|3189 La Salle St.||571-555-0140|2004-04-22|Person|
4743|527|Grace|A|Thompson|1942-11-07|M||Mrs.|grace15@adventure-works.com|90000.0|Bachelors|Management|5835 Olivera Rd.||445-555-0177|2003-08-20|Person|
4744|642|Chloe|M|Thompson|1942-02-18|M||Mrs.|chloe26@adventure-works.com|120000.0|Graduate Degree|Management|3748 Moss Hollow Court||524-555-0119|2004-05-27|Person|
4745|479|Angela|T|Gray|1942-03-22|M||Mrs.|angela32@adventure-works.com|120000.0|Graduate Degree|Management|898 Park Blvd.||116-555-0178|2004-02-17|Person|
4746|583|Julian||Hayes|1942-08-15|M||Mr.|julian22@adventure-works.com|120000.0|Graduate Degree|Management|8426 Easley Dr.||963-555-0130|2004-03-02|Person|
4747|507|Emily|L|Walker|1943-12-02|M||Mrs.|emily23@adventure-works.com|120000.0|Bachelors|Management|1604 Crown Court||460-555-0156|2004-06-05|Person|
4748|610|Evan||Nelson|1944-02-25|M||Mr.|evan34@adventure-works.com|70000.0|Bachelors|Management|2030 Lighthouse Way||627-555-0185|2004-03-08|Person|
4749|665|Austin|D|Jenkins|1944-06-09|M||Mr.|austin2@adventure-works.com|70000.0|Bachelors|Management|3603 Stinson||280-555-0155|2003-11-30|Person|
4750|442|Grace||Brown|1944-10-25|S||Mrs.|grace3@adventure-works.com|70000.0|Bachelors|Management|2325 Mountaire Drive||627-555-0172|2004-07-20|Person|
4751|582|Kaitlin||Martinez|1973-10-20|M||Mrs.|kaitlin16@adventure-works.com|70000.0|Partial College|Professional|3302 Trujillo|# 112|591-555-0116|2003-03-12|Person|
4752|425|Kristen||Xu|1955-02-25|S||Mrs.|kristen11@adventure-works.com|80000.0|High School|Skilled Manual|935 Vista Oak Dr||1 (11) 500 555-0110|2003-06-24|Person|
4753|518|Bobby||Rodriguez|1955-10-02|M||Mr.|bobby11@adventure-works.com|80000.0|High School|Skilled Manual|592 Woodcrest Drive||1 (11) 500 555-0117|2003-06-11|Person|
4754|561|Margaret||Li|1956-12-22|S||Mrs.|margaret10@adventure-works.com|70000.0|High School|Skilled Manual|997 Grasswood Ct.||1 (11) 500 555-0129|2003-06-12|Person|
4755|519|Crystal|E|Xu|1956-06-23|S||Mrs.|crystal13@adventure-works.com|70000.0|High School|Skilled Manual|8036 Summit View Dr.||1 (11) 500 555-0127|2003-06-07|Person|
4756|699|Connor||Flores|1956-01-26|M||Mr.|connor7@adventure-works.com|70000.0|High School|Skilled Manual|9297 Mauna Kea Court||1 (11) 500 555-0145|2003-06-27|Person|
4757|613|Kari||Gutierrez|1957-07-08|S||Mrs.|kari31@adventure-works.com|70000.0|High School|Professional|8507 Mt. Palomar Pl.||1 (11) 500 555-0115|2003-06-28|Person|
4758|613|Edwin|J|Ferrier|1957-07-10|S||Mr.|edwin45@adventure-works.com|70000.0|High School|Professional|7594 Alexander Pl.||1 (11) 500 555-0158|2003-06-27|Person|
4759|697|Arturo||Andersen|1958-05-26|M||Mr.|arturo38@adventure-works.com|130000.0|Graduate Degree|Management|6745 Blue Ridge Drive||1 (11) 500 555-0158|2004-07-08|Person|
4760|580|Erin|L|Brooks|1973-11-07|M||Mrs.|erin5@adventure-works.com|80000.0|Bachelors|Management|7253 Mt. Alpine Pl||211-555-0184|2003-09-22|Person|
4761|665|Richard|D|James|1974-05-04|M||Mr.|richard79@adventure-works.com|30000.0|High School|Professional|2732 Frisbie Ct.||625-555-0113|2003-09-24|Person|
4762|668|Xavier|R|Thompson|1974-10-18|S||Mr.|xavier13@adventure-works.com|30000.0|High School|Professional|2617 Melody Drive||936-555-0113|2004-04-05|Person|
4763|671|Garrett|O|Stewart|1974-05-08|S||Mr.|garrett27@adventure-works.com|30000.0|High School|Professional|5870 Louisiana Dr.||238-555-0177|2003-12-27|Person|
4764|566|Xavier|F|Young|1974-07-25|M||Mr.|xavier23@adventure-works.com|60000.0|Partial College|Professional|2575 Garcia||713-555-0147|2003-03-12|Person|
4765|568|Louis|D|Guo|1959-06-15|S||Mr.|louis12@adventure-works.com|120000.0|Bachelors|Management|4209 San Carlos Ave.||1 (11) 500 555-0129|2003-06-10|Person|
4766|425|Gilbert|C|Deng|1959-10-18|M||Mr.|gilbert22@adventure-works.com|130000.0|Graduate Degree|Management|8249 La Jolla||1 (11) 500 555-0176|2003-06-25|Person|
4767|510|Priscilla||Black|1959-08-16|S||Mrs.|priscilla19@adventure-works.com|160000.0|Graduate Degree|Management|2335 Peabody Road||1 (11) 500 555-0113|2003-08-02|Person|
4768|692|George|C|Prasad|1959-05-24|S||Mr.|george15@adventure-works.com|160000.0|Graduate Degree|Management|2409 Harbor View Dr.||1 (11) 500 555-0163|2003-06-24|Person|
4769|645|Victoria|E|Walker|1966-11-26|M||Mrs.|victoria22@adventure-works.com|130000.0|Graduate Degree|Management|5961 Crowe Pl.||465-555-0152|2003-04-08|Person|
4770|502|Kelly||Coleman|1966-05-09|M||Mrs.|kelly10@adventure-works.com|130000.0|Graduate Degree|Management|1306 Cashew Ln||209-555-0129|2003-04-08|Person|
4771|552|Xavier|H|Brooks|1966-10-11|S||Mr.|xavier67@adventure-works.com|150000.0|Bachelors|Management|5900 Pinehurst Court||339-555-0199|2003-04-15|Person|
4772|500|Maria|A|Diaz|1958-01-23|M||Mrs.|maria43@adventure-works.com|130000.0|Graduate Degree|Management|2613 West I St.||400-555-0178|2003-04-26|Person|
4773|690|Christopher||Anderson|1957-03-13|M||Mr.|christopher10@adventure-works.com|70000.0|Partial High School|Skilled Manual|2216 Blue Ridge Dr.||993-555-0186|2004-01-20|Person|
4774|505|Dylan|L|Jenkins|1957-10-03|M||Mr.|dylan5@adventure-works.com|70000.0|Partial High School|Skilled Manual|3791 Rossmor Parkway||369-555-0114|2004-01-28|Person|
4775|677|Natalie||Kelly|1957-02-27|M||Mrs.|natalie23@adventure-works.com|60000.0|High School|Professional|6501 West Way||196-555-0196|2003-10-10|Person|
4776|583|Michelle|W|Ward|1957-12-20|M||Mrs.|michelle13@adventure-works.com|60000.0|High School|Professional|8463 Monument Blvd.||328-555-0144|2004-02-18|Person|
4777|667|Jesse|C|Mitchell|1957-09-13|M||Mr.|jesse36@adventure-works.com|60000.0|High School|Professional|6469 Apple Drive||276-555-0112|2003-11-27|Person|
4778|693|Brianna|D|Smith|1957-01-21|M||Mrs.|brianna0@adventure-works.com|60000.0|High School|Professional|4762 Heights Avenue||959-555-0110|2003-10-22|Person|
4779|627|José|S|Miller|1957-05-10|S||Mr.|josé64@adventure-works.com|70000.0|Partial College|Professional|1946 Bayside Way||528-555-0143|2003-04-24|Person|
4780|442|Jackson||Hayes|1957-02-18|M||Mr.|jackson24@adventure-works.com|70000.0|Partial College|Professional|7783 Limewood Pl||214-555-0114|2003-11-22|Person|
4781|443|Claudia|E|McDonald|1957-05-14|M||Mrs.|claudia3@adventure-works.com|70000.0|Partial College|Professional|6457 Appalachian Dr.||371-555-0169|2003-04-13|Person|
4782|689|Blake|E|Evans|1957-04-02|M||Mr.|blake45@adventure-works.com|80000.0|Bachelors|Management|3237 Meager Dr||142-555-0191|2003-04-20|Person|
4783|575|Katelyn|D|Collins|1957-11-23|M||Mrs.|katelyn24@adventure-works.com|90000.0|Partial College|Professional|3727 Winter Lane||485-555-0120|2004-06-17|Person|
4784|493|David||Alexander|1967-07-11|M||Mr.|david52@adventure-works.com|90000.0|Bachelors|Professional|7334 Sterling Hill|Unit G12|1 (11) 500 555-0116|2004-01-11|Person|
4785|680|Rebekah|A|Vazquez|1967-09-04|M||Mrs.|rebekah34@adventure-works.com|90000.0|Bachelors|Professional|Conesweg 168||1 (11) 500 555-0136|2003-06-17|Person|
4786|510|Edwin||Zhang|1962-04-26|S||Mr.|edwin0@adventure-works.com|70000.0|Partial College|Skilled Manual|5993 Baywood Drive||1 (11) 500 555-0118|2003-06-02|Person|
4787|632|Marshall|V|Andersen|1962-11-03|M||Mr.|marshall33@adventure-works.com|70000.0|Partial College|Skilled Manual|9281 Brushcreek Dr||1 (11) 500 555-0162|2003-06-30|Person|
4788|554|Cynthia||Gonzalez|1961-05-21|S||Mrs.|cynthia24@adventure-works.com|60000.0|Partial College|Skilled Manual|5757 St. Catherines Court||1 (11) 500 555-0114|2003-10-28|Person|
4789|656|Barbara||Li|1966-03-18|S||Mrs.|barbara13@adventure-works.com|100000.0|Bachelors|Professional|4334 Contra Costa Blvd.||1 (11) 500 555-0145|2003-06-20|Person|
4790|680|Steve||Schmidt|1966-08-15|S||Mrs.|steve3@adventure-works.com|110000.0|Graduate Degree|Management|6126 North Sixth Street||988-555-0100|2003-06-04|Person|
4791|493|Colin||Xu|1960-06-15|S||Mr.|colin13@adventure-works.com|60000.0|Partial College|Skilled Manual|5133 Serrana Ct.||1 (11) 500 555-0179|2003-06-15|Person|
4792|558|Megan|J|Long|1960-09-20|M||Mrs.|megan59@adventure-works.com|60000.0|Partial College|Skilled Manual|6696 Adria Drive||1 (11) 500 555-0130|2003-09-12|Person|
4793|531|Ernest|P|Zhou|1960-02-10|M||Mr.|ernest8@adventure-works.com|60000.0|Partial College|Skilled Manual|8532 Monterey Ave||1 (11) 500 555-0142|2003-06-06|Person|
4794|468|Renee||Navarro|1965-04-12|S||Mrs.|renee9@adventure-works.com|70000.0|Bachelors|Professional|6512 Buena Vista Ave.||1 (11) 500 555-0159|2003-06-20|Person|
4795|680|Tonya||Chander|1965-06-21|M||Mrs.|tonya15@adventure-works.com|80000.0|Bachelors|Professional|98 Ruby Lane||1 (11) 500 555-0147|2003-09-24|Person|
4796|553|Diane|R|Munoz|1965-01-16|M||Mrs.|diane12@adventure-works.com|80000.0|Bachelors|Professional|7728 Condor Place||1 (11) 500 555-0139|2003-10-15|Person|
4797|699|Edward||Hayes|1965-05-11|M||Mr.|edward71@adventure-works.com|80000.0|Bachelors|Professional|9155 Wee Donegal||1 (11) 500 555-0119|2004-06-26|Person|
4798|706|Isaac||Cox|1965-03-28|M||Mr.|isaac10@adventure-works.com|80000.0|Bachelors|Professional|5252 Grand View Ave.||1 (11) 500 555-0134|2003-06-02|Person|
4799|471|Anne||Munoz|1964-09-19|S||Mrs.|anne8@adventure-works.com|70000.0|Bachelors|Professional|7927 Saclan Terr.||1 (11) 500 555-0177|2003-10-14|Person|
4800|425|Victoria||Anderson|1959-01-12|M||Mrs.|victoria11@adventure-works.com|90000.0|Bachelors|Professional|408 Lislin Ct.||1 (11) 500 555-0136|2003-06-15|Person|
4801|646|Alberto|L|Serrano|1959-12-11|S||Mr.|alberto16@adventure-works.com|90000.0|Bachelors|Professional|7932 Pierce Ct.||1 (11) 500 555-0112|2003-06-02|Person|
4802|478|Katrina||Shen|1963-11-13|S||Mrs.|katrina1@adventure-works.com|70000.0|Bachelors|Professional|398 Pecan Pl||1 (11) 500 555-0113|2003-06-29|Person|
4803|679|Bridget||Kumar|1963-04-24|S||Mrs.|bridget9@adventure-works.com|70000.0|Bachelors|Professional|5854 Baird Court|# 212|1 (11) 500 555-0111|2003-06-27|Person|
4804|656|Bradley||Goel|1962-10-18|M||Mr.|bradley21@adventure-works.com|70000.0|Bachelors|Professional|6471 Harvey Way||1 (11) 500 555-0142|2004-01-29|Person|
4805|518|Brittney|M|Liu|1962-08-20|M||Mrs.|brittney3@adventure-works.com|70000.0|Bachelors|Professional|2520 Almond Street||1 (11) 500 555-0162|2004-06-14|Person|
4806|553|Dawn|N|Lin|1962-03-02|M||Mrs.|dawn9@adventure-works.com|70000.0|Partial College|Skilled Manual|1699 Meadowbrook Court||1 (11) 500 555-0112|2004-06-11|Person|
4807|706|Devin||Allen|1962-01-06|M||Mr.|devin22@adventure-works.com|70000.0|Partial College|Skilled Manual|7026 Trail Way||1 (11) 500 555-0170|2003-08-30|Person|
4808|509|Scot||Schulte|1961-11-02|S||Mr.|scot1@adventure-works.com|70000.0|Partial College|Skilled Manual|5473 Olive Hill||910-555-0100|2003-10-02|Person|
4809|568|Natasha||Blanco|1961-01-19|M||Mrs.|natasha15@adventure-works.com|70000.0|Partial College|Skilled Manual|581 Roanoke Dr.||1 (11) 500 555-0162|2003-06-06|Person|
4810|534|Christian||Sharma|1960-09-15|M||Mr.|christian16@adventure-works.com|70000.0|Partial College|Skilled Manual|6086 Glen Wood Drive||1 (11) 500 555-0159|2003-08-26|Person|
4811|692|Regina||Kapoor|1960-09-06|M||Mrs.|regina1@adventure-works.com|70000.0|Partial College|Skilled Manual|1954 Sudden Loop||1 (11) 500 555-0139|2003-10-09|Person|
4812|549|Barbara|R.|Schultz|1960-05-05|M||Mr.|barbara7@adventure-works.com|70000.0|Partial College|Skilled Manual|6321 Laguna Street||558-555-0100|2003-10-08|Person|
4813|487|Logan||Allen|1953-10-11|M||Mr.|logan48@adventure-works.com|30000.0|Partial College|Clerical|5634 Haviland Place||1 (11) 500 555-0192|2003-11-21|Person|
4814|538|Julian||Diaz|1976-08-02|S||Mr.|julian21@adventure-works.com|30000.0|High School|Skilled Manual|3767 View Dr.||358-555-0115|2004-03-15|Person|
4815|445|Monica|J|Subram|1976-04-16|S||Mrs.|monica13@adventure-works.com|40000.0|High School|Skilled Manual|2098 Chilpancingo Pkwy.||230-555-0113|2004-04-12|Person|
4816|647|Nicole|N|Price|1975-01-25|S||Mrs.|nicole48@adventure-works.com|40000.0|High School|Skilled Manual|4946 Abbey Court||813-555-0150|2003-10-21|Person|
4817|490|Victoria||Miller|1976-05-20|M||Mrs.|victoria7@adventure-works.com|40000.0|High School|Skilled Manual|1516 Court Lane||195-555-0131|2003-08-25|Person|
4818|580|Chloe||Alexander|1976-07-08|S||Mrs.|chloe84@adventure-works.com|40000.0|High School|Skilled Manual|9543 West I St.||257-555-0128|2003-11-14|Person|
4819|583|Stanley||Perez|1976-07-19|M||Mr.|stanley23@adventure-works.com|40000.0|High School|Skilled Manual|2279 Pineview Lane||737-555-0171|2004-06-17|Person|
4820|537|Savannah|A|Cox|1980-09-15|S||Mrs.|savannah9@adventure-works.com|30000.0|High School|Skilled Manual|8286 All Ways Drive||844-555-0119|2004-03-13|Person|
4821|495|Chase|T|Ward|1980-10-02|M||Mr.|chase12@adventure-works.com|30000.0|High School|Skilled Manual|7179 Golden Rain||936-555-0114|2003-08-06|Person|
4822|570|Logan|C|Anderson|1980-12-26|S||Mr.|logan61@adventure-works.com|30000.0|High School|Skilled Manual|3938 Baywood Drive||147-555-0142|2003-08-07|Person|
4823|628|Damien|M|Zhu|1938-10-19|M||Mr.|damien11@adventure-works.com|40000.0|Bachelors|Management|8208 Vista Ave.||1 (11) 500 555-0188|2003-12-24|Person|
4824|425|Sharon|M|Tang|1938-09-24|S||Mrs.|sharon10@adventure-works.com|60000.0|Graduate Degree|Management|2107 Amending Road||1 (11) 500 555-0114|2003-11-16|Person|
4825|469|Lindsay|L|Kumar|1977-06-02|S||Mrs.|lindsay7@adventure-works.com|30000.0|Partial High School|Clerical|50 Relief Valley Ct||577-555-0118|2003-09-17|Person|
4826|693|Angela|W|Simmons|1976-06-04|S||Mrs.|angela18@adventure-works.com|40000.0|High School|Skilled Manual|5572 Running Springs Road||787-555-0188|2004-07-17|Person|
4827|511|Marissa||Price|1979-01-09|S||Mrs.|marissa19@adventure-works.com|30000.0|Partial High School|Clerical|2374 Flamingo Drive||277-555-0144|2003-08-20|Person|
4828|479|Danielle||Ward|1979-05-07|S||Mrs.|danielle14@adventure-works.com|40000.0|High School|Skilled Manual|1201 Ricardo Drive||444-555-0142|2003-04-22|Person|
4829|628|Robyn|O|Ramos|1939-11-21|M||Mrs.|robyn13@adventure-works.com|30000.0|Partial College|Clerical|5979 El Pueblo||1 (11) 500 555-0123|2003-11-03|Person|
4830|656|Devin|D|Diaz|1939-05-17|S||Mr.|devin59@adventure-works.com|40000.0|Bachelors|Management|8802 Lee Lane||1 (11) 500 555-0133|2003-11-04|Person|
4831|509|Naomi||Alonso|1940-02-14|M||Mrs.|naomi8@adventure-works.com|40000.0|Bachelors|Management|9944 Maywood Lane||1 (11) 500 555-0167|2003-06-23|Person|
4832|669|Omar||He|1940-02-14|M||Mr.|omar17@adventure-works.com|40000.0|Bachelors|Management|1305 Willbrook Court||1 (11) 500 555-0110|2003-06-08|Person|
4833|613|Manuel|J|Martinez|1941-04-04|S||Mr.|manuel16@adventure-works.com|40000.0|Bachelors|Management|4273 Alum Rock Drive||1 (11) 500 555-0181|2003-06-27|Person|
4834|697|Tabitha||Kovar|1943-03-24|S||Mrs.|tabitha3@adventure-works.com|60000.0|Graduate Degree|Management|5476 Weber Bryan||1 (11) 500 555-0118|2003-06-13|Person|
4835|566|Rebecca||Green|1976-03-25|S||Mrs.|rebecca16@adventure-works.com|40000.0|Partial College|Skilled Manual|224 Terrace Drive||463-555-0138|2003-04-17|Person|
4836|475|Marcus|R|Smith|1976-04-27|S||Mr.|marcus0@adventure-works.com|40000.0|Partial College|Skilled Manual|350 Pastel Drive||632-555-0199|2004-06-08|Person|
4837|516|Devin|L|Jackson|1976-04-15|S||Mr.|devin10@adventure-works.com|40000.0|Partial College|Skilled Manual|4890 Heron Ct||234-555-0119|2004-04-16|Person|
4838|442|Julia||Johnston|1975-10-21|S||Mrs.|julia23@adventure-works.com|40000.0|High School|Skilled Manual|1906 Seaview Avenue||921-555-0148|2004-01-16|Person|
4839|631|Julia|G|Taylor|1974-02-17|S||Mrs.|julia31@adventure-works.com|30000.0|Partial College|Skilled Manual|8396 Ruth Drive||177-555-0197|2003-10-31|Person|
4840|547|William|A|Taylor|1974-05-21|S||Mr.|william24@adventure-works.com|30000.0|Partial College|Skilled Manual|9994 Meadowbrook Dr.||735-555-0119|2003-11-07|Person|
4841|703|Natalie|M|Peterson|1972-02-26|M||Mrs.|natalie17@adventure-works.com|70000.0|Partial College|Skilled Manual|8245 Heartwood Drive||741-555-0123|2003-04-07|Person|
4842|653|Luis||Shan|1972-05-14|S||Mr.|luis31@adventure-works.com|80000.0|Bachelors|Management|3993 Jabber Place||716-555-0173|2003-04-15|Person|
4843|551|Haley||Gray|1972-01-13|M||Mrs.|haley15@adventure-works.com|80000.0|Bachelors|Management|6885 Amending Drive||676-555-0155|2003-04-17|Person|
4844|575|Caleb||Wright|1968-11-02|S||Mr.|caleb48@adventure-works.com|80000.0|Bachelors|Management|7624 Crawford||649-555-0138|2003-04-21|Person|
4845|488|Megan|S|Brown|1968-12-25|M||Mrs.|megan7@adventure-works.com|80000.0|Bachelors|Management|5720 A St.||194-555-0184|2003-04-24|Person|
4846|660|Mackenzie|M|Carter|1968-12-18|M||Mrs.|mackenzie32@adventure-works.com|80000.0|Bachelors|Management|486 Pacifica Avenue||195-555-0145|2003-04-25|Person|
4847|511|Julian||Flores|1968-09-09|S||Mr.|julian14@adventure-works.com|80000.0|Bachelors|Management|4194 Baywood Drive||494-555-0138|2004-01-12|Person|
4848|571|Edward|J|White|1968-05-13|M||Mr.|edward35@adventure-works.com|90000.0|Bachelors|Management|7393 N Ranchford Court||521-555-0160|2003-11-15|Person|
4849|536|Gabrielle|A|Hernandez|1968-08-27|M||Mrs.|gabrielle60@adventure-works.com|90000.0|Bachelors|Management|3340 Clifford Court||536-555-0121|2004-06-29|Person|
4850|551|Destiny|C|Kelly|1967-03-02|S||Mrs.|destiny46@adventure-works.com|110000.0|Graduate Degree|Management|9061 Isabel||849-555-0126|2003-12-15|Person|
4851|701|Rachel||Bradley|1967-10-08|S||Mrs.|rachel48@adventure-works.com|110000.0|Graduate Degree|Management|1673 Buena Vista||252-555-0158|2004-01-06|Person|
4852|627|Taylor|A|Anderson|1967-06-21|S||Mrs.|taylor57@adventure-works.com|110000.0|Graduate Degree|Management|6727 Roux Court||406-555-0162|2003-04-01|Person|
4853|691|Oscar|J|Henderson|1967-08-26|S||Mr.|oscar13@adventure-works.com|120000.0|Bachelors|Management|2526 Sharon Dr.||827-555-0164|2003-04-21|Person|
4854|658|Jasmine||Brown|1967-02-22|M||Mrs.|jasmine4@adventure-works.com|120000.0|Bachelors|Management|4979 Sweeney Road||702-555-0152|2003-12-29|Person|
4855|475|Miranda||Wood|1967-08-28|M||Mrs.|miranda2@adventure-works.com|120000.0|Bachelors|Management|7515 Delaware Court||273-555-0127|2003-12-15|Person|
4856|691|Noah||Jones|1963-04-17|M||Mr.|noah60@adventure-works.com|80000.0|Bachelors|Management|4550 Morello Ave.||522-555-0143|2004-04-02|Person|
4857|647|Luis||Gonzales|1968-02-03|M||Mr.|luis16@adventure-works.com|90000.0|Bachelors|Management|7914 Woodpine||487-555-0115|2003-08-01|Person|
4858|610|Isabella|I|White|1959-06-06|S||Mrs.|isabella68@adventure-works.com|60000.0|Graduate Degree|Skilled Manual|9940 Northwood Dr.||713-555-0136|2004-04-25|Person|
4859|470|Jonathan|D|Parker|1959-06-15|M||Mr.|jonathan37@adventure-works.com|60000.0|Graduate Degree|Skilled Manual|4209 San Carlos Ave.||159-555-0195|2004-01-23|Person|
4860|701|Abigail|S|Ramirez|1959-03-05|S||Mrs.|abigail20@adventure-works.com|60000.0|Graduate Degree|Skilled Manual|8840 D Crane Ct||807-555-0134|2003-10-24|Person|
4861|583|Joe||Moreno|1972-10-20|S||Mr.|joe30@adventure-works.com|40000.0|Partial College|Clerical|7512 Sanford Street||630-555-0181|2003-04-04|Person|
4862|584|Damien|S|Zhao|1972-05-26|S||Mr.|damien8@adventure-works.com|40000.0|Partial College|Clerical|6398 Haviland Place||498-555-0115|2003-08-05|Person|
4863|443|Sriniwa|J|Narayanan|1972-12-07|S||Mrs.|sriniwa0@adventure-works.com|50000.0|Graduate Degree|Skilled Manual|7455 Wellington Ave.||854-555-0182|2003-04-18|Person|
4864|511|Adam||Scott|1973-08-03|M||Mr.|adam44@adventure-works.com|50000.0|Graduate Degree|Skilled Manual|4214 Northwood Dr.||645-555-0141|2003-10-08|Person|
4865|562|Lauren||Bailey|1973-10-20|S||Mrs.|lauren7@adventure-works.com|50000.0|Graduate Degree|Skilled Manual|8080 Lancelot Dr.||797-555-0172|2003-11-09|Person|
4866|527|Isabel|M|Price|1971-04-14|S||Mrs.|isabel0@adventure-works.com|40000.0|High School|Skilled Manual|2807 Charlotte Court||806-555-0193|2003-04-25|Person|
4867|665|Abigail|T|White|1971-01-03|S||Mrs.|abigail53@adventure-works.com|60000.0|Graduate Degree|Skilled Manual|2506 Almaden Dr.||215-555-0122|2003-09-15|Person|
4868|537|Victoria|J|White|1971-02-08|S||Mrs.|victoria14@adventure-works.com|60000.0|Graduate Degree|Skilled Manual|8311 Foxhill Dr.||530-555-0117|2004-06-15|Person|
4869|550|Caleb|R|Lal|1971-06-13|S||Mr.|caleb25@adventure-works.com|60000.0|Graduate Degree|Skilled Manual|4037 San View Way||392-555-0153|2003-11-20|Person|
4870|535|Alexandra||Hall|1971-12-22|S||Mrs.|alexandra88@adventure-works.com|60000.0|Graduate Degree|Skilled Manual|6060 Sanford Street||758-555-0169|2003-09-06|Person|
4871|620|Zoe||Howard|1971-06-02|S||Mrs.|zoe10@adventure-works.com|60000.0|Graduate Degree|Skilled Manual|5024 Valley Oak Plaza||164-555-0174|2003-11-19|Person|
4872|537|Ryan||Jai|1971-12-24|M||Mr.|ryan35@adventure-works.com|60000.0|Graduate Degree|Skilled Manual|3962 Camel Place||212-555-0119|2003-09-30|Person|
4873|701|Gabriella|Z|Gonzalez|1972-10-02|M||Mrs.|gabriella31@adventure-works.com|50000.0|Graduate Degree|Skilled Manual|5828 E. 102nd Street||305-555-0149|2004-05-05|Person|
4874|488|Hailey|W|Richardson|1972-10-19|M||Mrs.|hailey10@adventure-works.com|70000.0|Graduate Degree|Professional|8417 Estudello St.||261-555-0118|2003-04-27|Person|
4875|550|Samuel||Martin|1944-06-12|M||Mr.|samuel53@adventure-works.com|70000.0|Bachelors|Management|6791 Creekside Drive||223-555-0161|2003-08-31|Person|
4876|547|Devin||Morris|1944-02-17|M||Mr.|devin84@adventure-works.com|70000.0|Bachelors|Management|2972 Hamiliton Ave.||585-555-0177|2003-10-10|Person|
4877|511|Eduardo||Turner|1944-10-18|M||Mr.|eduardo38@adventure-works.com|70000.0|Bachelors|Management|5345 Willow Avenue||500-555-0170|2004-01-11|Person|
4878|584|Jordan|S|Perez|1945-10-11|M||Mr.|jordan57@adventure-works.com|70000.0|Bachelors|Management|2804 Alderwood Lane||138-555-0152|2004-06-28|Person|
4879|671|Kevin||Flores|1945-04-23|M||Mr.|kevin15@adventure-works.com|70000.0|Bachelors|Management|5901 May Rd||682-555-0114|2003-09-12|Person|
4880|550|Tyler|L|Wilson|1945-05-21|M||Mr.|tyler13@adventure-works.com|70000.0|Bachelors|Management|2942 Berkhire Court||777-555-0150|2003-10-08|Person|
4881|551|Patrick|J|Bailey|1945-11-13|M||Mr.|patrick21@adventure-works.com|70000.0|Bachelors|Management|5301 Loeffler Lane||578-555-0114|2003-09-17|Person|
4882|668|Destiny|S|Williams|1945-08-20|M||Mrs.|destiny2@adventure-works.com|60000.0|Bachelors|Management|4090 Woodbury Place||882-555-0116|2003-09-09|Person|
4883|580|Maurice||Xie|1945-11-01|S||Mr.|maurice3@adventure-works.com|60000.0|Bachelors|Management|9645 Prancing Drive||424-555-0166|2003-04-01|Person|
4884|619|Tristan||Coleman|1945-11-13|M||Mr.|tristan6@adventure-works.com|60000.0|Bachelors|Management|308 Daffodil Dr.||154-555-0191|2003-10-06|Person|
4885|472|Dakota|D|Bradley|1945-07-07|M||Mr.|dakota0@adventure-works.com|60000.0|Bachelors|Management|9955 Auburn||340-555-0119|2003-11-08|Person|
4886|694|Garrett|E|Sanchez|1946-05-18|S||Mr.|garrett22@adventure-works.com|60000.0|Bachelors|Management|7106 Roland Dr.||139-555-0131|2003-05-03|Person|
4887|502|Matthew|W|Brown|1946-04-18|S||Mr.|matthew10@adventure-works.com|60000.0|Bachelors|Management|7126 Edie Ct.||963-555-0113|2003-05-28|Person|
4888|442|Deanna|R|Vazquez|1946-08-12|M||Mrs.|deanna41@adventure-works.com|60000.0|Bachelors|Management|1229 Harness Circle||117-555-0116|2004-06-27|Person|
4889|508|Amanda||Richardson|1946-05-05|M||Mrs.|amanda9@adventure-works.com|70000.0|Bachelors|Management|3766 Gumwood Dr.||899-555-0199|2003-05-31|Person|
4890|490|Robert|C|Wright|1946-11-18|M||Mr.|robert63@adventure-works.com|70000.0|Bachelors|Management|361 Olivera Rd.||676-555-0147|2004-01-20|Person|
4891|475|James|D|Russell|1947-02-27|S||Mr.|james35@adventure-works.com|60000.0|Bachelors|Management|6787 Terra Calitina||503-555-0179|2003-05-24|Person|
4892|643|Jordan||Lopez|1947-06-11|M||Mr.|jordan66@adventure-works.com|70000.0|Bachelors|Management|626 Bentley Street||463-555-0181|2004-06-28|Person|
4893|577|Pamela||Srini|1948-01-10|S||Mrs.|pamela11@adventure-works.com|40000.0|High School|Professional|3770 Dos Encinas||618-555-0136|2003-05-01|Person|
4894|583|Yolanda|E|Xu|1948-11-15|M||Mrs.|yolanda4@adventure-works.com|40000.0|High School|Professional|6220 Boxer Blvd||742-555-0176|2003-05-14|Person|
4895|583|Joanna|M|Gutierrez|1948-05-13|M||Mrs.|joanna9@adventure-works.com|40000.0|High School|Professional|4444 Buckingham Dr.||984-555-0124|2003-10-07|Person|
